net,length_um
registers\[0\]\[24\],23.6
registers\[1\]\[2\],23.6
registers\[11\]\[10\],23.58
registers\[23\]\[15\],23.56
registers\[25\]\[14\],23.56
_1915_,23.54
registers\[2\]\[11\],23.465
_1364_,23.46
registers\[7\]\[3\],23.44
_1563_,23.42
registers\[22\]\[19\],23.395
registers\[23\]\[17\],23.38
_2391_,23.34
_2508_,23.34
_2899_,23.3
registers\[29\]\[9\],23.26
_1399_,23.24
registers\[14\]\[3\],23.235
registers\[0\]\[16\],23.22
registers\[22\]\[8\],23.21
registers\[30\]\[30\],23.135
registers\[18\]\[3\],23.13
registers\[16\]\[23\],23.12
registers\[25\]\[16\],23.11
registers\[19\]\[13\],23.1
registers\[23\]\[25\],23.05
registers\[6\]\[8\],23.05
registers\[17\]\[1\],23.02
registers\[6\]\[5\],22.99
registers\[16\]\[16\],22.98
_1358_,22.96
registers\[25\]\[12\],22.96
registers\[12\]\[14\],22.92
registers\[23\]\[6\],22.92
registers\[14\]\[2\],22.895
registers\[12\]\[3\],22.88
registers\[12\]\[12\],22.86
registers\[2\]\[13\],22.845
_2889_,22.84
registers\[12\]\[20\],22.82
registers\[2\]\[31\],22.82
a1[1],22.81
registers\[2\]\[7\],22.81
_1955_,22.8
registers\[14\]\[29\],22.775
registers\[2\]\[9\],22.735
registers\[6\]\[19\],22.73
_1656_,22.72
registers\[28\]\[11\],22.72
registers\[31\]\[30\],22.72
registers\[7\]\[6\],22.72
registers\[19\]\[5\],22.7
registers\[3\]\[16\],22.7
registers\[3\]\[17\],22.68
registers\[9\]\[13\],22.68
_2717_,22.67
registers\[18\]\[28\],22.65
_2733_,22.64
registers\[24\]\[13\],22.62
registers\[5\]\[19\],22.6
registers\[10\]\[25\],22.59
registers\[30\]\[20\],22.59
_2519_,22.56
_2661_,22.56
registers\[20\]\[31\],22.56
_1310_,22.54
registers\[19\]\[22\],22.54
registers\[31\]\[15\],22.5
registers\[4\]\[21\],22.5
registers\[2\]\[28\],22.475
_1164_,22.46
_2316_,22.46
registers\[1\]\[3\],22.46
registers\[30\]\[27\],22.45
registers\[29\]\[13\],22.44
registers\[29\]\[0\],22.42
_1188_,22.38
registers\[11\]\[27\],22.38
registers\[17\]\[16\],22.38
registers\[31\]\[14\],22.38
registers\[26\]\[0\],22.335
registers\[16\]\[19\],22.32
_1065_,22.305
registers\[20\]\[19\],22.3
registers\[20\]\[0\],22.25
registers\[24\]\[31\],22.22
registers\[12\]\[10\],22.18
registers\[16\]\[22\],22.18
registers\[23\]\[13\],22.175
registers\[5\]\[13\],22.16
registers\[0\]\[8\],22.12
registers\[31\]\[8\],22.12
registers\[30\]\[7\],22.11
registers\[6\]\[31\],22.11
registers\[11\]\[6\],22.1
registers\[20\]\[1\],22.07
_1094_,22.06
registers\[28\]\[13\],22.04
_1501_,22.02
registers\[26\]\[8\],22.02
_2688_,22
_2758_,22
_2924_,22
registers\[17\]\[28\],22
registers\[20\]\[21\],22
registers\[25\]\[22\],22
registers\[28\]\[29\],22
registers\[31\]\[23\],22
registers\[4\]\[26\],22
registers\[20\]\[16\],21.96
_2477_,21.94
registers\[23\]\[3\],21.94
registers\[28\]\[5\],21.94
registers\[14\]\[24\],21.935
registers\[14\]\[30\],21.93
registers\[12\]\[0\],21.92
registers\[30\]\[11\],21.905
registers\[16\]\[2\],21.88
registers\[22\]\[28\],21.875
registers\[14\]\[19\],21.87
_2626_,21.84
registers\[20\]\[28\],21.84
registers\[4\]\[12\],21.84
registers\[31\]\[18\],21.82
_1902_,21.8
_2836_,21.8
registers\[27\]\[16\],21.8
_2252_,21.78
registers\[25\]\[1\],21.78
registers\[2\]\[24\],21.76
registers\[19\]\[31\],21.74
_2777_,21.72
registers\[0\]\[1\],21.72
registers\[19\]\[9\],21.7
_1114_,21.66
registers\[22\]\[4\],21.65
registers\[18\]\[7\],21.635
registers\[19\]\[17\],21.62
registers\[0\]\[19\],21.58
registers\[22\]\[20\],21.57
_1212_,21.56
_2757_,21.56
_2287_,21.54
registers\[12\]\[21\],21.54
registers\[29\]\[23\],21.54
_2142_,21.52
registers\[29\]\[25\],21.5
_1713_,21.48
registers\[29\]\[27\],21.44
registers\[9\]\[8\],21.44
registers\[19\]\[30\],21.42
registers\[2\]\[19\],21.41
registers\[12\]\[1\],21.4
registers\[20\]\[29\],21.4
registers\[20\]\[5\],21.4
registers\[14\]\[22\],21.39
_1729_,21.36
_2475_,21.36
registers\[22\]\[3\],21.35
registers\[17\]\[18\],21.34
registers\[4\]\[16\],21.34
_1794_,21.32
registers\[27\]\[19\],21.32
registers\[22\]\[23\],21.315
_1591_,21.28
_1825_,21.28
registers\[15\]\[28\],21.28
_2045_,21.24
_2577_,21.2
registers\[28\]\[4\],21.2
registers\[31\]\[5\],21.2
registers\[18\]\[5\],21.175
registers\[7\]\[7\],21.16
_1182_,21.12
registers\[9\]\[20\],21.1
registers\[13\]\[18\],21.09
_2202_,21.08
registers\[9\]\[16\],21.08
_1395_,21.075
registers\[13\]\[30\],21.04
_1120_,21.02
registers\[21\]\[18\],21.02
registers\[6\]\[25\],21.015
registers\[6\]\[23\],21.005
_1503_,21
registers\[1\]\[23\],21
registers\[27\]\[6\],20.96
registers\[9\]\[10\],20.96
registers\[26\]\[31\],20.955
_1360_,20.94
registers\[4\]\[20\],20.94
registers\[14\]\[0\],20.92
_1928_,20.9
registers\[26\]\[17\],20.9
registers\[27\]\[4\],20.9
registers\[3\]\[1\],20.9
registers\[9\]\[30\],20.9
registers\[7\]\[31\],20.895
registers\[12\]\[22\],20.88
_2038_,20.86
registers\[16\]\[8\],20.86
registers\[24\]\[2\],20.86
_1259_,20.8
_2286_,20.8
registers\[22\]\[15\],20.795
_2562_,20.78
registers\[11\]\[19\],20.78
_2368_,20.74
registers\[15\]\[20\],20.74
registers\[16\]\[24\],20.74
registers\[28\]\[27\],20.74
registers\[30\]\[5\],20.74
_1038_,20.7
_2248_,20.7
registers\[12\]\[18\],20.7
registers\[7\]\[23\],20.68
registers\[10\]\[23\],20.665
_2681_,20.66
_1066_,20.64
_2612_,20.64
registers\[15\]\[1\],20.64
registers\[31\]\[19\],20.62
_1736_,20.6
_2596_,20.58
registers\[11\]\[7\],20.58
_1651_,20.56
registers\[26\]\[18\],20.54
registers\[6\]\[12\],20.53
registers\[6\]\[30\],20.53
registers\[23\]\[30\],20.5
registers\[27\]\[9\],20.5
registers\[28\]\[24\],20.5
registers\[3\]\[30\],20.5
net55,20.5
registers\[11\]\[8\],20.49
registers\[11\]\[5\],20.46
registers\[4\]\[25\],20.46
_2662_,20.44
_2319_,20.42
registers\[30\]\[18\],20.41
_1933_,20.4
registers\[8\]\[26\],20.4
_3862_,20.38
registers\[9\]\[11\],20.36
registers\[2\]\[16\],20.335
registers\[19\]\[28\],20.32
registers\[1\]\[20\],20.32
registers\[20\]\[30\],20.32
registers\[12\]\[26\],20.29
registers\[21\]\[2\],20.28
registers\[29\]\[21\],20.28
registers\[31\]\[11\],20.28
registers\[26\]\[11\],20.27
registers\[19\]\[27\],20.24
registers\[18\]\[12\],20.235
registers\[3\]\[6\],20.22
registers\[27\]\[2\],20.2
_2925_,20.18
registers\[1\]\[16\],20.18
registers\[24\]\[5\],20.18
registers\[6\]\[7\],20.175
_1466_,20.14
registers\[9\]\[6\],20.14
registers\[25\]\[29\],20.13
_3285_,20.12
registers\[10\]\[29\],20.11
_2320_,20.1
registers\[16\]\[21\],20.06
registers\[4\]\[2\],20.06
registers\[23\]\[22\],20.05
registers\[5\]\[27\],20.04
registers\[9\]\[27\],20.04
_2503_,20.02
registers\[12\]\[2\],20.02
registers\[22\]\[18\],20.015
_2609_,20
registers\[0\]\[13\],19.98
registers\[27\]\[17\],19.98
registers\[9\]\[5\],19.98
net133,19.96
registers\[22\]\[9\],19.945
registers\[23\]\[14\],19.9
registers\[24\]\[3\],19.88
registers\[7\]\[14\],19.88
registers\[29\]\[26\],19.84
_2704_,19.82
_2809_,19.82
registers\[3\]\[21\],19.82
registers\[16\]\[7\],19.78
registers\[1\]\[27\],19.78
registers\[26\]\[30\],19.77
registers\[24\]\[24\],19.76
_2956_,19.74
registers\[13\]\[24\],19.74
registers\[15\]\[11\],19.74
registers\[1\]\[1\],19.74
registers\[24\]\[27\],19.74
registers\[18\]\[6\],19.675
registers\[23\]\[5\],19.66
registers\[18\]\[19\],19.655
registers\[13\]\[11\],19.62
registers\[21\]\[10\],19.62
registers\[28\]\[25\],19.62
_2411_,19.61
registers\[4\]\[14\],19.6
registers\[7\]\[9\],19.6
registers\[10\]\[9\],19.59
registers\[13\]\[25\],19.58
registers\[16\]\[0\],19.58
registers\[26\]\[23\],19.58
registers\[2\]\[30\],19.57
registers\[30\]\[14\],19.565
registers\[13\]\[8\],19.56
_1329_,19.54
registers\[23\]\[24\],19.54
registers\[27\]\[24\],19.54
registers\[10\]\[5\],19.52
registers\[3\]\[11\],19.52
registers\[0\]\[31\],19.5
registers\[9\]\[25\],19.5
registers\[22\]\[6\],19.48
registers\[11\]\[22\],19.46
registers\[16\]\[15\],19.46
registers\[11\]\[18\],19.44
registers\[24\]\[20\],19.44
registers\[28\]\[8\],19.42
_1483_,19.4
registers\[13\]\[15\],19.4
registers\[31\]\[2\],19.4
registers\[14\]\[1\],19.39
_2247_,19.36
registers\[20\]\[15\],19.36
registers\[24\]\[19\],19.36
registers\[10\]\[0\],19.355
registers\[1\]\[8\],19.34
registers\[18\]\[16\],19.335
registers\[30\]\[1\],19.33
registers\[19\]\[20\],19.32
_2107_,19.3
registers\[1\]\[4\],19.3
registers\[30\]\[19\],19.295
a1[2],19.29
_1462_,19.28
_2546_,19.28
registers\[0\]\[26\],19.28
registers\[10\]\[30\],19.28
registers\[8\]\[10\],19.28
registers\[8\]\[4\],19.28
registers\[6\]\[27\],19.27
registers\[23\]\[0\],19.26
registers\[23\]\[7\],19.26
_2288_,19.24
_2700_,19.24
registers\[20\]\[17\],19.24
registers\[18\]\[22\],19.21
registers\[22\]\[0\],19.21
registers\[0\]\[9\],19.2
registers\[25\]\[3\],19.2
registers\[27\]\[7\],19.2
_2794_,19.18
registers\[14\]\[12\],19.165
registers\[0\]\[12\],19.16
registers\[28\]\[3\],19.16
registers\[30\]\[9\],19.15
_2041_,19.12
registers\[0\]\[15\],19.12
registers\[17\]\[12\],19.12
_1488_,19.1
_1644_,19.1
registers\[16\]\[27\],19.1
_1079_,19.08
_1994_,19.08
registers\[3\]\[31\],19.08
registers\[7\]\[19\],19.08
_1511_,19.06
registers\[15\]\[17\],19.06
registers\[8\]\[15\],19.06
registers\[14\]\[4\],19.03
registers\[4\]\[19\],19.02
registers\[8\]\[2\],19.02
registers\[9\]\[31\],19.02
_1229_,18.98
_2116_,18.98
registers\[25\]\[23\],18.98
wd3[24],18.98
registers\[8\]\[13\],18.96
_1322_,18.94
registers\[13\]\[10\],18.94
registers\[25\]\[11\],18.92
_1552_,18.9
registers\[12\]\[27\],18.9
registers\[2\]\[15\],18.9
registers\[0\]\[14\],18.88
registers\[30\]\[13\],18.875
wd3[0],18.87
_1906_,18.86
_2337_,18.86
_2507_,18.86
_2576_,18.86
registers\[25\]\[30\],18.86
registers\[5\]\[10\],18.84
_1307_,18.82
registers\[14\]\[5\],18.82
registers\[21\]\[14\],18.82
registers\[5\]\[15\],18.82
_2599_,18.8
registers\[2\]\[4\],18.795
_2810_,18.78
registers\[13\]\[9\],18.74
registers\[3\]\[18\],18.74
_2589_,18.72
registers\[30\]\[23\],18.715
_2441_,18.7
_3359_,18.7
registers\[28\]\[17\],18.7
registers\[29\]\[28\],18.7
registers\[3\]\[9\],18.7
registers\[18\]\[29\],18.695
registers\[2\]\[0\],18.675
registers\[7\]\[13\],18.66
_1942_,18.64
registers\[12\]\[13\],18.64
registers\[15\]\[31\],18.64
registers\[28\]\[9\],18.64
_2814_,18.6
registers\[12\]\[29\],18.6
registers\[16\]\[12\],18.6
registers\[27\]\[11\],18.6
registers\[28\]\[0\],18.6
registers\[29\]\[12\],18.6
registers\[11\]\[31\],18.58
registers\[10\]\[27\],18.565
registers\[6\]\[17\],18.565
registers\[10\]\[15\],18.555
registers\[10\]\[11\],18.55
wd3[31],18.53
_2732_,18.52
registers\[31\]\[12\],18.52
registers\[1\]\[19\],18.5
registers\[4\]\[23\],18.5
registers\[14\]\[23\],18.49
_1703_,18.48
registers\[22\]\[22\],18.48
registers\[6\]\[18\],18.475
registers\[19\]\[19\],18.44
registers\[12\]\[24\],18.42
_2654_,18.4
registers\[21\]\[29\],18.4
registers\[0\]\[27\],18.38
registers\[18\]\[20\],18.375
registers\[26\]\[19\],18.375
registers\[12\]\[5\],18.37
_1581_,18.36
registers\[4\]\[10\],18.36
registers\[30\]\[16\],18.35
registers\[0\]\[17\],18.34
registers\[21\]\[9\],18.32
registers\[8\]\[1\],18.32
registers\[3\]\[8\],18.31
_2771_,18.3
_2536_,18.28
registers\[11\]\[9\],18.28
registers\[13\]\[28\],18.28
registers\[16\]\[31\],18.28
registers\[19\]\[10\],18.28
_2611_,18.26
_1473_,18.24
_2355_,18.24
registers\[18\]\[26\],18.23
registers\[27\]\[3\],18.23
registers\[11\]\[28\],18.2
_1590_,18.18
registers\[4\]\[17\],18.18
registers\[10\]\[13\],18.15
_2891_,18.14
registers\[14\]\[11\],18.14
registers\[1\]\[25\],18.14
registers\[28\]\[15\],18.14
registers\[8\]\[0\],18.14
registers\[18\]\[31\],18.135
registers\[19\]\[6\],18.1
registers\[8\]\[9\],18.1
_2499_,18.08
registers\[14\]\[14\],18.075
_1560_,18.06
_2744_,18.06
registers\[9\]\[2\],18.06
registers\[22\]\[11\],18.055
registers\[22\]\[26\],18.035
registers\[26\]\[22\],18.035
_2339_,18
registers\[28\]\[18\],18
registers\[3\]\[0\],17.99
registers\[12\]\[7\],17.98
registers\[24\]\[9\],17.96
registers\[2\]\[25\],17.955
_1801_,17.94
_2256_,17.94
registers\[29\]\[30\],17.94
registers\[9\]\[17\],17.94
registers\[10\]\[14\],17.935
registers\[25\]\[4\],17.9
registers\[29\]\[29\],17.88
registers\[22\]\[17\],17.875
registers\[31\]\[31\],17.86
registers\[27\]\[5\],17.85
registers\[15\]\[23\],17.84
_1907_,17.83
_2529_,17.825
_1847_,17.82
_1951_,17.8
_2631_,17.79
registers\[6\]\[29\],17.79
_1394_,17.78
_1903_,17.78
registers\[15\]\[21\],17.78
registers\[17\]\[27\],17.78
_2404_,17.76
registers\[24\]\[15\],17.76
_1273_,17.72
registers\[12\]\[19\],17.72
registers\[20\]\[10\],17.72
registers\[29\]\[6\],17.72
registers\[9\]\[9\],17.72
_2067_,17.7
registers\[19\]\[8\],17.69
_1268_,17.68
registers\[21\]\[0\],17.68
registers\[23\]\[12\],17.68
registers\[27\]\[15\],17.68
registers\[29\]\[31\],17.68
registers\[5\]\[25\],17.68
registers\[20\]\[27\],17.66
registers\[9\]\[7\],17.66
registers\[11\]\[13\],17.64
registers\[7\]\[2\],17.64
registers\[0\]\[23\],17.6
registers\[16\]\[5\],17.6
registers\[29\]\[1\],17.6
registers\[29\]\[2\],17.6
registers\[0\]\[28\],17.58
registers\[13\]\[27\],17.56
registers\[2\]\[5\],17.555
registers\[26\]\[26\],17.535
registers\[27\]\[21\],17.53
registers\[11\]\[15\],17.52
registers\[13\]\[6\],17.52
registers\[17\]\[22\],17.52
registers\[3\]\[26\],17.52
registers\[15\]\[2\],17.48
registers\[19\]\[21\],17.48
registers\[31\]\[6\],17.48
registers\[2\]\[10\],17.475
registers\[21\]\[28\],17.46
registers\[31\]\[28\],17.44
registers\[3\]\[19\],17.44
_1895_,17.4
registers\[15\]\[8\],17.4
registers\[19\]\[29\],17.4
registers\[23\]\[26\],17.4
registers\[25\]\[15\],17.4
_1721_,17.38
registers\[23\]\[19\],17.36
registers\[29\]\[22\],17.36
registers\[3\]\[27\],17.32
registers\[9\]\[1\],17.32
_1343_,17.3
registers\[15\]\[9\],17.3
registers\[10\]\[1\],17.29
_2197_,17.28
registers\[0\]\[21\],17.28
registers\[3\]\[4\],17.28
registers\[21\]\[12\],17.26
registers\[21\]\[31\],17.24
_2313_,17.22
registers\[13\]\[5\],17.22
registers\[15\]\[26\],17.22
registers\[17\]\[14\],17.22
registers\[17\]\[24\],17.22
registers\[27\]\[18\],17.22
registers\[4\]\[24\],17.22
registers\[4\]\[27\],17.22
registers\[11\]\[20\],17.2
_2177_,17.18
registers\[12\]\[30\],17.18
registers\[15\]\[10\],17.18
registers\[18\]\[18\],17.18
registers\[18\]\[27\],17.18
registers\[24\]\[11\],17.16
registers\[24\]\[4\],17.16
registers\[24\]\[6\],17.16
registers\[27\]\[27\],17.16
registers\[6\]\[10\],17.15
_1351_,17.14
_1387_,17.14
registers\[2\]\[26\],17.135
registers\[27\]\[20\],17.13
registers\[4\]\[28\],17.12
_1812_,17.1
registers\[13\]\[16\],17.1
registers\[30\]\[15\],17.095
registers\[30\]\[4\],17.09
_1303_,17.08
_1844_,17.06
registers\[6\]\[0\],17.05
registers\[8\]\[3\],17.04
_1232_,17.02
registers\[1\]\[29\],17.02
registers\[31\]\[16\],17.02
_1357_,16.98
registers\[13\]\[19\],16.98
registers\[6\]\[24\],16.97
registers\[18\]\[15\],16.955
_2238_,16.94
_2245_,16.94
registers\[0\]\[10\],16.94
registers\[19\]\[23\],16.94
registers\[4\]\[15\],16.94
registers\[9\]\[0\],16.94
registers\[10\]\[18\],16.93
_1636_,16.92
registers\[7\]\[16\],16.92
_2457_,16.9
registers\[7\]\[21\],16.9
registers\[1\]\[21\],16.88
registers\[26\]\[21\],16.86
registers\[22\]\[12\],16.85
_2763_,16.84
registers\[30\]\[28\],16.82
registers\[30\]\[31\],16.81
registers\[24\]\[8\],16.8
registers\[4\]\[7\],16.8
_1562_,16.78
registers\[21\]\[17\],16.76
registers\[23\]\[10\],16.76
registers\[29\]\[17\],16.76
registers\[5\]\[2\],16.76
registers\[5\]\[30\],16.76
registers\[8\]\[21\],16.76
registers\[8\]\[30\],16.76
registers\[10\]\[21\],16.735
registers\[2\]\[14\],16.73
_2226_,16.72
registers\[12\]\[17\],16.72
registers\[13\]\[13\],16.72
registers\[23\]\[1\],16.72
registers\[23\]\[21\],16.72
registers\[27\]\[22\],16.72
registers\[3\]\[10\],16.72
registers\[7\]\[22\],16.72
registers\[8\]\[12\],16.72
registers\[23\]\[16\],16.7
registers\[10\]\[20\],16.69
registers\[2\]\[2\],16.68
_2769_,16.66
registers\[11\]\[30\],16.66
registers\[19\]\[1\],16.66
registers\[26\]\[14\],16.655
_2805_,16.64
net75,16.64
registers\[6\]\[21\],16.615
registers\[14\]\[25\],16.61
_2859_,16.6
registers\[20\]\[26\],16.6
registers\[10\]\[4\],16.595
registers\[10\]\[19\],16.59
registers\[18\]\[14\],16.59
registers\[25\]\[5\],16.58
registers\[30\]\[24\],16.575
_2690_,16.56
registers\[25\]\[13\],16.52
registers\[7\]\[8\],16.52
_2530_,16.48
_2953_,16.48
_1311_,16.46
_1784_,16.44
registers\[15\]\[14\],16.44
registers\[20\]\[14\],16.44
registers\[7\]\[20\],16.44
registers\[18\]\[13\],16.43
registers\[6\]\[13\],16.41
registers\[22\]\[1\],16.39
registers\[14\]\[7\],16.37
_2664_,16.36
registers\[4\]\[5\],16.36
registers\[23\]\[27\],16.34
registers\[25\]\[2\],16.34
registers\[22\]\[21\],16.33
_1093_,16.3
a1[3],16.3
registers\[1\]\[18\],16.3
registers\[20\]\[20\],16.3
registers\[5\]\[1\],16.3
registers\[5\]\[29\],16.3
registers\[9\]\[26\],16.3
registers\[15\]\[29\],16.28
registers\[2\]\[1\],16.27
_1138_,16.26
_1384_,16.26
_2342_,16.26
registers\[24\]\[18\],16.26
registers\[28\]\[2\],16.26
registers\[17\]\[8\],16.24
registers\[14\]\[13\],16.235
registers\[22\]\[2\],16.235
registers\[30\]\[0\],16.235
registers\[26\]\[29\],16.23
registers\[9\]\[19\],16.23
registers\[0\]\[5\],16.22
registers\[11\]\[26\],16.22
_1315_,16.2
_2786_,16.18
_2513_,16.16
_2448_,16.14
_2699_,16.14
registers\[2\]\[3\],16.135
_3139_,16.12
registers\[19\]\[16\],16.12
registers\[3\]\[7\],16.12
_2178_,16.1
_2461_,16.1
registers\[0\]\[22\],16.1
registers\[21\]\[1\],16.1
registers\[28\]\[1\],16.1
wd3[26],16.07
_2882_,16.06
registers\[21\]\[5\],16.06
registers\[6\]\[26\],16.035
_1670_,16.02
registers\[29\]\[20\],16.02
registers\[26\]\[5\],16.015
_2363_,16
registers\[28\]\[22\],16
registers\[30\]\[2\],15.995
registers\[6\]\[15\],15.99
registers\[10\]\[28\],15.97
_2169_,15.96
_2540_,15.96
_2647_,15.94
registers\[15\]\[4\],15.94
registers\[2\]\[21\],15.93
_2301_,15.92
registers\[17\]\[25\],15.92
registers\[7\]\[4\],15.92
registers\[26\]\[9\],15.915
registers\[11\]\[4\],15.9
registers\[15\]\[3\],15.9
registers\[31\]\[29\],15.9
registers\[11\]\[2\],15.88
registers\[20\]\[25\],15.88
registers\[8\]\[28\],15.88
_2783_,15.86
_2113_,15.84
registers\[1\]\[11\],15.84
registers\[23\]\[18\],15.84
registers\[5\]\[4\],15.84
registers\[6\]\[14\],15.81
registers\[25\]\[25\],15.8
registers\[8\]\[20\],15.8
registers\[15\]\[27\],15.78
registers\[14\]\[21\],15.77
_1412_,15.76
_1790_,15.76
_1091_,15.74
registers\[24\]\[30\],15.74
registers\[31\]\[0\],15.74
registers\[22\]\[24\],15.73
_2452_,15.72
registers\[18\]\[21\],15.715
registers\[6\]\[20\],15.71
_2144_,15.7
registers\[3\]\[28\],15.69
_1449_,15.68
_2251_,15.68
registers\[15\]\[24\],15.68
registers\[20\]\[24\],15.68
_1085_,15.64
_1162_,15.64
_1465_,15.62
_1840_,15.62
_1930_,15.62
registers\[15\]\[19\],15.62
_1375_,15.6
registers\[24\]\[29\],15.6
registers\[26\]\[15\],15.59
registers\[16\]\[10\],15.56
registers\[26\]\[16\],15.56
registers\[26\]\[10\],15.535
registers\[24\]\[14\],15.52
_2055_,15.5
_2345_,15.48
registers\[0\]\[7\],15.48
_2627_,15.46
registers\[0\]\[11\],15.46
registers\[15\]\[12\],15.46
registers\[28\]\[10\],15.46
wd3[23],15.46
_1527_,15.44
registers\[9\]\[3\],15.42
registers\[10\]\[10\],15.415
_2010_,15.4
registers\[17\]\[10\],15.38
registers\[27\]\[12\],15.38
registers\[4\]\[29\],15.38
_1739_,15.36
_2065_,15.36
_2383_,15.36
registers\[19\]\[12\],15.36
_1045_,15.34
_1356_,15.34
registers\[12\]\[15\],15.32
registers\[20\]\[3\],15.32
registers\[20\]\[8\],15.32
_1325_,15.3
registers\[31\]\[20\],15.3
registers\[5\]\[16\],15.3
_2816_,15.26
registers\[31\]\[17\],15.26
_1970_,15.24
_1035_,15.22
registers\[31\]\[7\],15.22
registers\[31\]\[26\],15.2
_2350_,15.18
registers\[15\]\[15\],15.18
registers\[25\]\[18\],15.18
registers\[27\]\[13\],15.18
_2575_,15.16
_2855_,15.14
registers\[11\]\[3\],15.12
_2017_,15.1
registers\[24\]\[17\],15.1
registers\[7\]\[24\],15.1
registers\[6\]\[3\],15.09
wd3[27],15.03
registers\[30\]\[26\],15.025
registers\[17\]\[21\],15.01
registers\[18\]\[11\],15.01
registers\[22\]\[13\],15.01
_1282_,15
registers\[26\]\[3\],14.99
_0397_,14.985
_2492_,14.98
registers\[0\]\[29\],14.96
registers\[16\]\[25\],14.96
registers\[28\]\[26\],14.96
registers\[3\]\[5\],14.96
registers\[17\]\[15\],14.94
_2548_,14.92
registers\[0\]\[30\],14.92
registers\[24\]\[1\],14.92
registers\[15\]\[5\],14.91
_0929_,14.905
_1218_,14.88
_1664_,14.88
_1855_,14.88
_2001_,14.88
registers\[24\]\[22\],14.88
registers\[7\]\[30\],14.88
registers\[28\]\[20\],14.87
registers\[19\]\[2\],14.86
registers\[5\]\[28\],14.86
registers\[12\]\[8\],14.84
a1[4],14.81
_2174_,14.8
_2487_,14.8
registers\[11\]\[24\],14.8
registers\[17\]\[19\],14.8
registers\[24\]\[26\],14.8
_2854_,14.78
_2874_,14.78
_1042_,14.76
registers\[17\]\[13\],14.76
registers\[25\]\[27\],14.76
_1666_,14.72
registers\[28\]\[16\],14.72
_1180_,14.7
_1680_,14.7
registers\[9\]\[14\],14.68
registers\[30\]\[22\],14.67
registers\[11\]\[14\],14.64
registers\[14\]\[26\],14.64
registers\[5\]\[7\],14.64
_1276_,14.62
_1982_,14.62
_2679_,14.6
_2501_,14.56
_2619_,14.56
registers\[18\]\[17\],14.56
registers\[1\]\[14\],14.56
registers\[8\]\[14\],14.56
registers\[27\]\[29\],14.55
_2456_,14.54
_2782_,14.52
_1377_,14.5
_1684_,14.5
registers\[21\]\[21\],14.5
_1403_,14.46
_1652_,14.46
registers\[1\]\[0\],14.46
registers\[7\]\[18\],14.46
registers\[9\]\[21\],14.46
_1869_,14.42
_2954_,14.42
registers\[16\]\[9\],14.42
registers\[15\]\[30\],14.4
_1557_,14.38
_1595_,14.38
registers\[4\]\[11\],14.38
registers\[8\]\[24\],14.36
_1808_,14.34
_2896_,14.34
registers\[5\]\[12\],14.34
registers\[9\]\[23\],14.34
_1669_,14.32
registers\[16\]\[30\],14.3
registers\[28\]\[28\],14.3
net77,14.3
registers\[26\]\[13\],14.295
registers\[30\]\[25\],14.295
_1728_,14.29
_2830_,14.29
registers\[30\]\[29\],14.275
_1052_,14.26
_1471_,14.26
_1875_,14.26
registers\[31\]\[25\],14.26
_3150_,14.22
registers\[18\]\[8\],14.21
registers\[22\]\[5\],14.195
registers\[10\]\[16\],14.19
registers\[26\]\[20\],14.18
registers\[3\]\[23\],14.18
registers\[11\]\[0\],14.16
_0894_,14.145
_2683_,14.14
registers\[8\]\[17\],14.125
registers\[18\]\[10\],14.11
_2583_,14.1
registers\[22\]\[31\],14.09
_1876_,14.07
_2379_,14.06
_1962_,14.04
registers\[1\]\[5\],14.04
registers\[29\]\[18\],14.04
_0917_,14.035
_2667_,14
registers\[21\]\[25\],14
registers\[21\]\[27\],14
registers\[31\]\[10\],14
registers\[3\]\[12\],14
registers\[7\]\[12\],14
_1328_,13.98
registers\[22\]\[27\],13.97
_3856_,13.96
_2348_,13.94
registers\[22\]\[16\],13.94
registers\[31\]\[13\],13.94
_2837_,13.92
registers\[7\]\[27\],13.92
registers\[8\]\[29\],13.92
_1457_,13.885
_1633_,13.88
_2206_,13.88
registers\[21\]\[24\],13.88
registers\[18\]\[0\],13.87
_1932_,13.86
_1169_,13.84
registers\[21\]\[20\],13.84
registers\[26\]\[25\],13.83
_0380_,13.825
_1885_,13.82
_1948_,13.8
wd3[22],13.79
_1028_,13.78
_1151_,13.78
_2595_,13.78
_3067_,13.78
_1490_,13.76
registers\[1\]\[24\],13.76
_2801_,13.735
_1998_,13.72
_2341_,13.72
registers\[21\]\[16\],13.72
registers\[7\]\[29\],13.72
registers\[8\]\[25\],13.72
registers\[21\]\[22\],13.71
registers\[22\]\[29\],13.705
registers\[29\]\[5\],13.7
registers\[20\]\[4\],13.68
_2357_,13.64
_2776_,13.64
registers\[1\]\[28\],13.64
_1374_,13.62
_1486_,13.62
_3966_,13.62
registers\[18\]\[9\],13.615
registers\[31\]\[21\],13.6
registers\[11\]\[29\],13.58
registers\[20\]\[2\],13.58
registers\[29\]\[14\],13.58
registers\[5\]\[3\],13.58
registers\[7\]\[10\],13.58
_1688_,13.54
_1965_,13.54
registers\[11\]\[12\],13.54
registers\[13\]\[26\],13.54
registers\[23\]\[20\],13.54
registers\[25\]\[10\],13.54
registers\[25\]\[17\],13.54
_1214_,13.5
_1566_,13.5
_1952_,13.5
registers\[18\]\[24\],13.5
registers\[8\]\[23\],13.5
