net,length_um
registers\[26\]\[27\],13.49
registers\[15\]\[13\],13.48
registers\[3\]\[29\],13.48
_1605_,13.46
registers\[15\]\[7\],13.46
registers\[17\]\[2\],13.46
_2597_,13.44
_1095_,13.42
_1624_,13.42
_2436_,13.42
_1410_,13.38
registers\[3\]\[3\],13.38
registers\[31\]\[22\],13.36
_0904_,13.355
registers\[11\]\[11\],13.34
registers\[27\]\[28\],13.3
registers\[17\]\[26\],13.29
_2881_,13.26
registers\[28\]\[12\],13.22
_1226_,13.2
_1681_,13.2
_1834_,13.2
_1957_,13.2
_1422_,13.18
_2425_,13.18
_1370_,13.16
registers\[20\]\[9\],13.16
registers\[21\]\[4\],13.14
registers\[24\]\[12\],13.12
registers\[31\]\[4\],13.12
registers\[8\]\[11\],13.12
_1099_,13.1
_1823_,13.1
_1176_,13.08
_1451_,13.08
_1535_,13.08
_2053_,13.08
registers\[13\]\[4\],13.08
registers\[9\]\[4\],13.08
registers\[5\]\[23\],13.06
registers\[14\]\[28\],13.055
registers\[11\]\[16\],13.04
registers\[16\]\[18\],13.04
registers\[24\]\[23\],13.04
registers\[29\]\[3\],13.04
_2870_,13.02
_3725_,13.02
registers\[23\]\[2\],13
registers\[3\]\[15\],13
registers\[5\]\[14\],13
_2261_,12.99
registers\[30\]\[10\],12.99
registers\[26\]\[12\],12.965
_1926_,12.96
_2510_,12.96
_2543_,12.96
_3637_,12.96
registers\[17\]\[9\],12.96
registers\[7\]\[28\],12.94
registers\[14\]\[15\],12.93
_2049_,12.92
_3211_,12.92
registers\[24\]\[28\],12.92
registers\[27\]\[31\],12.92
registers\[28\]\[30\],12.92
registers\[22\]\[14\],12.91
_1975_,12.9
_2772_,12.9
_1469_,12.88
registers\[21\]\[19\],12.88
_1561_,12.86
_1992_,12.86
_1290_,12.84
_2332_,12.84
registers\[31\]\[27\],12.83
_2829_,12.78
_1502_,12.76
_2246_,12.76
registers\[9\]\[29\],12.76
_1447_,12.72
_2121_,12.72
_2260_,12.72
registers\[23\]\[29\],12.72
_2236_,12.66
registers\[5\]\[11\],12.66
registers\[5\]\[17\],12.66
_1519_,12.64
_1481_,12.62
_2523_,12.62
registers\[27\]\[10\],12.62
_2190_,12.58
_4132_,12.58
registers\[6\]\[1\],12.575
registers\[11\]\[1\],12.56
_1287_,12.54
registers\[13\]\[2\],12.54
registers\[8\]\[22\],12.54
_1341_,12.5
_2228_,12.5
registers\[16\]\[4\],12.5
_1492_,12.48
_2557_,12.48
_2933_,12.48
_2812_,12.46
_3624_,12.46
_1863_,12.44
registers\[15\]\[16\],12.44
_1345_,12.42
_0505_,12.405
_4206_,12.4
_1244_,12.38
_1436_,12.38
_1900_,12.38
_2381_,12.38
_2580_,12.38
registers\[21\]\[30\],12.38
_1266_,12.36
_1280_,12.34
_2479_,12.34
registers\[5\]\[6\],12.34
registers\[30\]\[17\],12.335
registers\[1\]\[17\],12.32
_2710_,12.3
registers\[17\]\[0\],12.3
_2185_,12.28
_1087_,12.26
_2137_,12.26
_2349_,12.26
registers\[10\]\[17\],12.25
_2528_,12.24
_2724_,12.24
registers\[1\]\[31\],12.24
_2745_,12.23
_2838_,12.2
registers\[1\]\[13\],12.2
registers\[27\]\[0\],12.2
registers\[5\]\[21\],12.2
_1878_,12.16
_1504_,12.12
_2012_,12.12
_2908_,12.12
_3885_,12.12
_3914_,12.12
_1256_,12.08
_2941_,12.08
registers\[29\]\[7\],12.08
registers\[12\]\[9\],12.05
_1455_,12.04
_1611_,12.04
_2091_,12.04
_2566_,12.04
_4017_,12.02
_2255_,12
_2285_,12
registers\[25\]\[31\],12
registers\[27\]\[26\],12
registers\[29\]\[4\],12
registers\[26\]\[24\],11.99
_2092_,11.98
registers\[24\]\[16\],11.98
_0292_,11.945
_1941_,11.94
_2192_,11.94
_2959_,11.92
registers\[28\]\[7\],11.92
_2773_,11.88
registers\[1\]\[12\],11.88
registers\[12\]\[25\],11.84
_1353_,11.82
_2133_,11.82
_2366_,11.8
_2103_,11.78
_3284_,11.78
_1848_,11.76
registers\[12\]\[23\],11.76
_3141_,11.74
_4159_,11.74
registers\[28\]\[14\],11.74
registers\[8\]\[16\],11.74
registers\[8\]\[27\],11.74
_0919_,11.705
_1380_,11.7
_1797_,11.7
_1849_,11.7
_1940_,11.7
wd3[12],11.69
registers\[14\]\[27\],11.675
_2258_,11.67
registers\[13\]\[17\],11.66
_4177_,11.64
_2098_,11.62
_3845_,11.62
registers\[25\]\[26\],11.62
registers\[25\]\[9\],11.62
registers\[27\]\[1\],11.62
_1539_,11.6
_3790_,11.6
_1335_,11.58
_1807_,11.58
_2140_,11.58
_2821_,11.58
registers\[4\]\[22\],11.58
registers\[5\]\[5\],11.58
net68,11.58
_1696_,11.56
registers\[20\]\[6\],11.54
registers\[24\]\[25\],11.52
registers\[22\]\[25\],11.515
_2674_,11.5
registers\[14\]\[10\],11.47
_2093_,11.44
_2369_,11.42
_2918_,11.42
_1529_,11.38
_1781_,11.38
_2386_,11.38
_2025_,11.32
_2396_,11.32
_0280_,11.285
_3874_,11.28
registers\[1\]\[15\],11.28
registers\[28\]\[21\],11.28
rd1[30],11.27
_1547_,11.26
_1506_,11.24
_2058_,11.24
_2614_,11.24
_4174_,11.24
_2747_,11.22
_1441_,11.2
registers\[13\]\[22\],11.2
_1553_,11.18
_2909_,11.18
_2911_,11.18
_4068_,11.18
registers\[6\]\[2\],11.17
_1485_,11.16
registers\[9\]\[12\],11.14
_1281_,11.13
wd3[25],11.13
_2035_,11.12
_2210_,11.12
registers\[22\]\[10\],11.11
_1406_,11.1
_0124_,11.065
_1525_,11.06
_1839_,11.06
_1571_,11.04
_2052_,11.04
registers\[13\]\[3\],11.04
_2061_,11.02
_2306_,11.02
registers\[1\]\[26\],11
wd3[9],10.97
_2752_,10.96
registers\[7\]\[26\],10.96
_2820_,10.94
_1444_,10.92
_1570_,10.92
_2361_,10.92
_2367_,10.92
_0302_,10.905
_1744_,10.9
_1816_,10.9
_3500_,10.9
_1247_,10.86
_3740_,10.86
registers\[27\]\[14\],10.86
net67,10.86
_2884_,10.84
registers\[0\]\[18\],10.84
_2023_,10.82
_3153_,10.82
_2846_,10.8
net71,10.8
_2160_,10.78
wd3[6],10.77
_2130_,10.74
registers\[18\]\[25\],10.735
_1156_,10.7
_2074_,10.7
_4048_,10.7
_0586_,10.695
_2250_,10.68
_1446_,10.66
_1487_,10.66
_2281_,10.66
_2511_,10.66
_2590_,10.66
_2145_,10.64
registers\[8\]\[7\],10.62
_1165_,10.6
_1373_,10.6
_3592_,10.6
_1258_,10.58
_2831_,10.58
registers\[15\]\[25\],10.58
wd3[15],10.57
_0255_,10.565
_1508_,10.56
_1574_,10.56
_1638_,10.56
_2849_,10.56
_2539_,10.54
_2883_,10.5
_3605_,10.5
_1981_,10.46
_1608_,10.44
_1623_,10.44
_1625_,10.44
_3827_,10.44
registers\[10\]\[12\],10.41
_1522_,10.4
registers\[23\]\[4\],10.4
registers\[31\]\[24\],10.4
_2857_,10.38
_1223_,10.36
_1246_,10.36
_1431_,10.36
_2622_,10.36
registers\[29\]\[11\],10.36
registers\[5\]\[24\],10.36
registers\[5\]\[31\],10.36
registers\[9\]\[28\],10.36
_1761_,10.32
_2062_,10.32
_2280_,10.32
_2356_,10.32
_3596_,10.32
_2880_,10.3
_1838_,10.28
_2222_,10.28
_3819_,10.28
registers\[1\]\[30\],10.28
registers\[5\]\[18\],10.28
_1397_,10.24
_3863_,10.24
_3942_,10.22
_1518_,10.2
_1673_,10.18
_1999_,10.16
_2447_,10.16
_2340_,10.14
_1914_,10.12
_2424_,10.12
_0281_,10.105
_1152_,10.1
_3155_,10.1
_3649_,10.1
_3826_,10.1
_4077_,10.1
_2822_,10.06
_2658_,10.04
_2940_,10.04
registers\[17\]\[17\],10.04
registers\[17\]\[6\],10.04
registers\[17\]\[7\],10.04
_2950_,10
_1730_,9.98
_1931_,9.98
_1737_,9.94
registers\[11\]\[21\],9.94
_0129_,9.935
_2374_,9.92
_0490_,9.905
_0820_,9.905
_1789_,9.9
registers\[1\]\[7\],9.9
wd3[1],9.89
_1603_,9.86
_2657_,9.86
_1843_,9.84
_2416_,9.82
_2842_,9.82
_3506_,9.82
_3735_,9.82
registers\[25\]\[6\],9.82
registers\[28\]\[19\],9.82
_2326_,9.8
_3583_,9.8
net51,9.78
wd3[29],9.77
_0044_,9.765
_1077_,9.76
_1326_,9.71
_2080_,9.7
registers\[17\]\[5\],9.7
registers\[20\]\[7\],9.7
_2633_,9.68
_2171_,9.66
_2358_,9.66
_0710_,9.645
_1891_,9.64
_4006_,9.64
_1101_,9.63
_1207_,9.62
registers\[12\]\[28\],9.62
_1604_,9.605
_1879_,9.58
_1334_,9.54
_2502_,9.54
_2698_,9.54
_3898_,9.52
_0315_,9.505
_1505_,9.48
_1546_,9.48
_1685_,9.48
_1912_,9.48
_2112_,9.48
_2825_,9.48
registers\[12\]\[11\],9.48
registers\[25\]\[19\],9.48
_2630_,9.44
registers\[13\]\[7\],9.44
registers\[29\]\[10\],9.44
wd3[16],9.44
wd3[11],9.43
_3378_,9.42
_4162_,9.42
_4220_,9.42
wd3[21],9.41
_3309_,9.4
_3813_,9.4
rd2[25],9.39
registers\[10\]\[22\],9.375
_0106_,9.365
_2054_,9.36
_2189_,9.36
_2282_,9.36
_3717_,9.36
_3952_,9.36
_1802_,9.32
_3817_,9.32
_3878_,9.32
_1476_,9.3
_2482_,9.28
_2714_,9.28
_3796_,9.28
_3955_,9.26
_2414_,9.24
_0175_,9.225
_0296_,9.225
_3095_,9.22
registers\[29\]\[16\],9.2
_3573_,9.18
_3975_,9.18
registers\[16\]\[26\],9.16
_0941_,9.155
_1824_,9.12
_4098_,9.12
_2616_,9.08
_2797_,9.08
wd3[8],9.07
_3431_,9.06
_3615_,9.06
_1668_,9.04
_3774_,9.04
net79,9.04
_1331_,9.02
_1711_,9.02
_1859_,9.02
_0810_,8.985
_1852_,8.98
_2284_,8.98
_4016_,8.98
_3531_,8.94
_3916_,8.94
_0494_,8.915
_3799_,8.91
_2522_,8.9
_2645_,8.9
registers\[3\]\[14\],8.88
_0473_,8.865
_1921_,8.86
_2828_,8.86
_2876_,8.86
_1531_,8.84
_2079_,8.84
_1359_,8.82
_1393_,8.82
_3696_,8.82
registers\[1\]\[9\],8.82
_1536_,8.8
_2939_,8.8
_3599_,8.8
_0145_,8.785
_1610_,8.78
registers\[21\]\[8\],8.78
registers\[25\]\[8\],8.78
_0243_,8.765
_0749_,8.765
_0466_,8.76
_1271_,8.76
_1837_,8.76
wd3[20],8.73
wd3[2],8.73
_0627_,8.725
_2370_,8.72
_2421_,8.7
_1947_,8.68
_1564_,8.62
_1889_,8.62
_1046_,8.6
_3814_,8.6
_1841_,8.56
_3164_,8.56
_3192_,8.56
_4024_,8.56
_4111_,8.56
_0008_,8.545
_2433_,8.54
_2464_,8.53
_0730_,8.525
_1241_,8.52
_1368_,8.52
_1543_,8.52
_2741_,8.52
_1363_,8.5
_1289_,8.48
_2916_,8.48
_3680_,8.48
_3794_,8.48
_0516_,8.44
_2141_,8.44
_3895_,8.44
_4032_,8.44
_1437_,8.42
_3334_,8.42
_3737_,8.42
_3809_,8.42
_0411_,8.405
_3693_,8.4
_0626_,8.395
wd3[10],8.39
wd3[30],8.39
_1858_,8.38
_1944_,8.38
_2521_,8.375
_1787_,8.36
_2405_,8.36
_3350_,8.36
_3518_,8.36
_3899_,8.36
registers\[17\]\[4\],8.36
_2427_,8.35
_0417_,8.34
_1236_,8.34
_1991_,8.34
_3371_,8.34
_4082_,8.34
_0274_,8.325
_2862_,8.32
registers\[17\]\[3\],8.32
registers\[25\]\[21\],8.32
net70,8.32
we3,8.29
_1211_,8.28
_1521_,8.28
_0073_,8.265
_1783_,8.26
_2351_,8.26
_0489_,8.205
_1493_,8.18
_1908_,8.18
_1477_,8.16
wd3[4],8.15
_1613_,8.14
_1971_,8.14
_0994_,8.125
_2524_,8.12
_3418_,8.12
_3521_,8.12
registers\[29\]\[8\],8.12
net52,8.12
_0187_,8.105
_1189_,8.1
_1745_,8.1
_1872_,8.1
_2157_,8.1
_3208_,8.1
_3406_,8.1
_3642_,8.1
_3772_,8.1
registers\[13\]\[23\],8.1
_1242_,8.06
_1665_,8.06
_1786_,8.06
_1984_,8.06
_2693_,8.06
_4205_,8.06
registers\[29\]\[15\],8.06
_0353_,8.025
_2493_,8.02
_2646_,8.02
_3315_,8.02
_3578_,8.02
_3907_,8.02
_4025_,8.02
alu_result[19],8.01
alu_result[29],8.01
alu_result[30],8.01
alu_result[31],8.01
rd2[10],8.01
rd2[5],8.01
rd2[7],8.01
_2551_,8
_0578_,7.985
_1058_,7.98
_1098_,7.98
_1400_,7.98
_1800_,7.98
_1884_,7.98
_2176_,7.98
_2532_,7.98
_3405_,7.98
_3639_,7.98
_3697_,7.98
_3712_,7.98
_3738_,7.98
_3820_,7.98
_3847_,7.98
_4038_,7.98
_4126_,7.98
_1171_,7.96
_3940_,7.96
_1250_,7.94
_1751_,7.94
_1927_,7.94
_2146_,7.94
_3033_,7.94
_3842_,7.94
_0582_,7.92
_1267_,7.92
_2302_,7.91
_2851_,7.9
_3144_,7.9
_0321_,7.885
_1333_,7.88
_2085_,7.88
_2198_,7.88
_2486_,7.88
_2600_,7.86
_1294_,7.84
_0625_,7.825
_1119_,7.82
_1257_,7.8
_1401_,7.8
_2289_,7.8
_2347_,7.78
_2549_,7.78
_2387_,7.76
_0014_,7.745
_0408_,7.745
_0583_,7.745
_0801_,7.745
_0912_,7.745
registers\[16\]\[13\],7.74
_0794_,7.725
_1068_,7.72
_0854_,7.715
_0955_,7.715
wd3[19],7.71
wd3[3],7.71
_2635_,7.7
_0493_,7.695
_0620_,7.695
_0644_,7.685
_3229_,7.64
_3668_,7.64
_4026_,7.64
registers\[24\]\[10\],7.64
registers\[5\]\[20\],7.64
_1653_,7.63
_0814_,7.625
_1121_,7.62
_0298_,7.605
_0301_,7.605
_0423_,7.605
_0618_,7.605
_0799_,7.605
_1022_,7.605
_1252_,7.6
_1726_,7.6
_2872_,7.6
_3750_,7.6
alu_result[9],7.59
rd1[29],7.59
rd1[31],7.59
rd1[3],7.59
rd2[11],7.59
rd2[29],7.59
rd2[9],7.59
_1100_,7.58
_1154_,7.58
_2813_,7.58
_2877_,7.58
wd3[5],7.57
_0535_,7.565
_1647_,7.56
_2476_,7.56
_3676_,7.56
_3741_,7.56
_3281_,7.54
_4186_,7.54
_1586_,7.52
_2110_,7.52
_2268_,7.52
_2365_,7.52
_3417_,7.52
_3968_,7.52
_0654_,7.505
_3833_,7.5
_2696_,7.48
_3171_,7.48
_3357_,7.48
_3581_,7.48
_3764_,7.48
_1707_,7.46
_1923_,7.46
_2333_,7.44
_1587_,7.42
_2193_,7.42
_2684_,7.42
_2721_,7.4
_0164_,7.385
_0533_,7.385
_0745_,7.385
_1057_,7.38
_1185_,7.38
wd3[13],7.37
wd3[17],7.37
_0078_,7.365
_0693_,7.365
_2459_,7.36
_2739_,7.36
wd3[14],7.35
_0324_,7.345
_0675_,7.345
_1662_,7.34
_2702_,7.34
_0656_,7.32
_1614_,7.32
_1795_,7.32
_2004_,7.3
wd3[7],7.3
_0622_,7.285
_0951_,7.285
_1831_,7.28
_0198_,7.265
_0260_,7.265
_2844_,7.265
_2792_,7.24
_0545_,7.225
_3762_,7.22
_4133_,7.22
_2330_,7.2
_3457_,7.2
_1910_,7.18
_2225_,7.18
_3049_,7.18
_3266_,7.18
_3440_,7.18
_3950_,7.18
_4141_,7.18
_4184_,7.18
_0615_,7.165
_0807_,7.165
_0033_,7.155
_0002_,7.145
_1181_,7.14
_1873_,7.14
_3176_,7.14
_3818_,7.14
_4130_,7.14
_2835_,7.12
_3019_,7.12
_0168_,7.105
_0813_,7.105
_0714_,7.1
_1220_,7.1
_1251_,7.1
_1646_,7.1
_1828_,7.1
_2458_,7.1
_3046_,7.1
_3769_,7.1
_3834_,7.1
_3189_,7.08
_1172_,7.06
_2221_,7.06
_2283_,7.06
_3196_,7.06
_3546_,7.06
_3718_,7.06
_3830_,7.06
_3848_,7.06
_4037_,7.06
_0765_,7.045
wd3[28],7.03
_0094_,7.025
_2719_,7
alu_result[11],6.99
rd2[17],6.99
_1978_,6.98
_2388_,6.98
_2779_,6.98
_3685_,6.98
_3844_,6.98
_3927_,6.98
net64,6.98
_0258_,6.96
_0300_,6.96
_1576_,6.96
_2105_,6.96
_3193_,6.96
_0006_,6.925
_0781_,6.925
_1420_,6.92
_1887_,6.92
_2115_,6.92
_2650_,6.9
wd3[18],6.89
_0311_,6.885
_0143_,6.88
_3515_,6.88
_2568_,6.86
_2780_,6.86
_2943_,6.86
_0108_,6.845
_0138_,6.845
_0113_,6.825
_0119_,6.825
_0186_,6.825
_0477_,6.825
_0487_,6.825
_0628_,6.825
_0680_,6.825
_0740_,6.825
_0896_,6.825
_0906_,6.825
_0924_,6.825
_2806_,6.82
_0147_,6.805
_0506_,6.805
_0775_,6.785
_2656_,6.78
_2931_,6.78
_1594_,6.76
_2086_,6.76
_2735_,6.76
_2861_,6.76
_2934_,6.76
_3146_,6.76
_3172_,6.76
_3452_,6.76
_3542_,6.76
_3590_,6.76
_3607_,6.76
_3935_,6.76
_4071_,6.76
_0347_,6.745
_1880_,6.745
_3528_,6.74
_3722_,6.74
_4124_,6.74
_1210_,6.72
_1442_,6.72
_1578_,6.72
_1648_,6.72
_2802_,6.72
_3059_,6.72
_3064_,6.72
_3348_,6.72
_3569_,6.72
_3600_,6.72
_3708_,6.72
_3807_,6.72
_4029_,6.72
_4049_,6.72
_0151_,6.705
_0481_,6.705
_1279_,6.7
_0064_,6.685
_0176_,6.685
_0498_,6.685
alu_result[18],6.67
alu_result[28],6.67
rd1[2],6.67
rd2[14],6.67
rd2[16],6.67
rd2[4],6.67
rd2[6],6.67
_2500_,6.66
alu_result[16],6.65
alu_result[26],6.65
rd1[28],6.65
rd2[22],6.65
_1074_,6.64
_1423_,6.64
_1592_,6.64
_1956_,6.64
_2083_,6.64
_2988_,6.64
_3037_,6.64
_3091_,6.64
_3154_,6.64
_3206_,6.64
_3228_,6.64
_3252_,6.64
_3570_,6.64
_3588_,6.64
_3595_,6.64
_3949_,6.64
_4060_,6.64
_4093_,6.64
_4099_,6.64
_4106_,6.64
_4144_,6.64
_0605_,6.625
_0758_,6.615
_1461_,6.6
_1496_,6.6
_1836_,6.6
_2218_,6.6
_2473_,6.6
_2742_,6.6
_3283_,6.6
_3340_,6.6
_3469_,6.6
_3473_,6.6
_3565_,6.6
_3568_,6.6
_3603_,6.6
_3786_,6.6
_3924_,6.6
_3971_,6.6
_4001_,6.6
_4125_,6.6
_4218_,6.6
_0702_,6.595
_3766_,6.58
_2755_,6.54
_3509_,6.54
_0898_,6.525
_0918_,6.525
_1239_,6.52
_2044_,6.52
_2644_,6.52
_2904_,6.52
_3413_,6.52
_3658_,6.52
_3854_,6.52
_1067_,6.5
_1213_,6.5
_2651_,6.5
_1862_,6.48
registers\[25\]\[20\],6.48
_0111_,6.465
_1583_,6.44
_2873_,6.4
_0787_,6.395
_0136_,6.385
_1350_,6.38
_1645_,6.38
_0031_,6.365
_0051_,6.365
_0095_,6.365
_0183_,6.365
_0238_,6.365
_0253_,6.365
_0394_,6.365
_0581_,6.365
_0600_,6.365
_0624_,6.365
_0692_,6.365
_0798_,6.365
_0800_,6.365
_0809_,6.365
_0893_,6.365
_0922_,6.365
_0926_,6.365
_1016_,6.365
_1023_,6.365
_1925_,6.36
_3991_,6.36
_0485_,6.345
_0340_,6.325
_1813_,6.325
_2902_,6.32
_1306_,6.3
_1708_,6.3
_1972_,6.3
_3438_,6.3
_3527_,6.3
_3571_,6.3
_3653_,6.3
_3660_,6.3
_3716_,6.3
_3752_,6.3
_3992_,6.3
_4003_,6.3
_4100_,6.3
_4157_,6.3
_4179_,6.3
_0121_,6.28
_1318_,6.28
_2431_,6.28
_2593_,6.28
_3000_,6.28
_1081_,6.26
_1479_,6.26
_1620_,6.26
_1658_,6.26
_1793_,6.26
_2149_,6.26
_2338_,6.26
_2992_,6.26
_3063_,6.26
_3301_,6.26
_3492_,6.26
_3832_,6.26
_3909_,6.26
_3934_,6.26
_3969_,6.26
_4102_,6.26
_4171_,6.26
net59,6.26
_0768_,6.245
_0697_,6.225
_0795_,6.225
_0338_,6.205
_2180_,6.2
_1659_,6.18
_1974_,6.18
_2063_,6.18
_2705_,6.18
_3118_,6.18
_3224_,6.18
_3274_,6.18
_3386_,6.18
_3395_,6.18
_3402_,6.18
_3520_,6.18
_3566_,6.18
_3628_,6.18
_3913_,6.18
_4019_,6.18
_4073_,6.18
_4147_,6.18
_4176_,6.18
_2643_,6.16
_1255_,6.14
_1283_,6.14
_1565_,6.14
_1881_,6.14
_2029_,6.14
_2070_,6.14
_2346_,6.14
_3277_,6.14
_3305_,6.14
_3308_,6.14
_3427_,6.14
_3429_,6.14
_3585_,6.14
_3674_,6.14
_3778_,6.14
_3979_,6.14
_4217_,6.14
net66,6.14
_3043_,6.12
_4055_,6.12
_4163_,6.12
_0682_,6.105
_1332_,6.09
_1619_,6.08
_2799_,6.06
_2967_,6.06
_3412_,6.06
_3555_,6.06
_3835_,6.06
_3997_,6.06
_4118_,6.06
_0142_,6.055
_0577_,6.04
_0920_,6.04
_1078_,6.04
_1288_,6.04
_2154_,6.04
_3385_,6.04
_0818_,6.005
_2008_,5.98
_2952_,5.98
_0536_,5.965
_0608_,5.965
_1954_,5.96
_2360_,5.94
_2564_,5.94
registers\[21\]\[15\],5.94
registers\[21\]\[3\],5.94
_1424_,5.92
_2887_,5.92
_0542_,5.905
_0609_,5.895
_0817_,5.895
_0836_,5.895
_1845_,5.84
_2125_,5.84
_3050_,5.84
_3162_,5.84
_3181_,5.84
_3327_,5.84
_3390_,5.84
_3478_,5.84
_3482_,5.84
_3890_,5.84
_4059_,5.84
_4065_,5.84
_4105_,5.84
_4119_,5.84
_4150_,5.84
net69,5.84
_3910_,5.82
_0708_,5.815
_0377_,5.805
_1295_,5.8
_1388_,5.8
_1544_,5.8
_1598_,5.8
_2090_,5.8
_2790_,5.8
_2803_,5.8
_2957_,5.8
_3034_,5.8
_3185_,5.8
_3201_,5.8
_3423_,5.8
_3436_,5.8
_3567_,5.8
_3593_,5.8
_3641_,5.8
_3675_,5.8
_3691_,5.8
_3707_,5.8
_3823_,5.8
_3861_,5.8
_3872_,5.8
_3906_,5.8
_3917_,5.8
_4123_,5.8
_4216_,5.8
_0120_,5.785
_0310_,5.765
_2170_,5.74
_3061_,5.74
_1663_,5.72
_2325_,5.72
_3058_,5.72
_3097_,5.72
_3316_,5.72
_3392_,5.72
_3553_,5.72
_3709_,5.72
_3714_,5.72
_3759_,5.72
_3869_,5.72
_3892_,5.72
_3893_,5.72
_3922_,5.72
_3928_,5.72
_3929_,5.72
_3983_,5.72
_4054_,5.72
_4138_,5.72
_2335_,5.7
_0663_,5.695
_0233_,5.685
_1062_,5.68
_1063_,5.68
_1225_,5.68
_1298_,5.68
_2153_,5.68
_2584_,5.68
_2634_,5.68
_2998_,5.68
_3044_,5.68
_3060_,5.68
_3157_,5.68
_3165_,5.68
_3166_,5.68
_3170_,5.68
_3194_,5.68
_3241_,5.68
_3257_,5.68
_3454_,5.68
_3551_,5.68
_3552_,5.68
_3654_,5.68
_3666_,5.68
_3733_,5.68
_3761_,5.68
_3788_,5.68
_3812_,5.68
_3816_,5.68
_3926_,5.68
_3977_,5.68
_4021_,5.68
_4108_,5.68
_4135_,5.68
_4199_,5.68
_0091_,5.675
_0960_,5.645
_0653_,5.62
_2921_,5.62
_0635_,5.605
_2711_,5.6
_3302_,5.6
_3442_,5.6
_3729_,5.6
_3822_,5.6
_0055_,5.58
_1092_,5.58
_1464_,5.58
_1528_,5.58
_3025_,5.58
_4169_,5.58
_0032_,5.545
_0860_,5.545
_1015_,5.535
_0496_,5.525
_1139_,5.52
_0540_,5.505
_0066_,5.5
_0699_,5.475
_0059_,5.465
_0975_,5.465
_1432_,5.46
_1700_,5.46
_1782_,5.46
_0239_,5.435
_0244_,5.435
_0636_,5.435
_0687_,5.435
_0206_,5.425
_0574_,5.425
_2037_,5.385
_1147_,5.38
_2161_,5.38
_3048_,5.38
_3200_,5.38
_3256_,5.38
_3313_,5.38
_3330_,5.38
_3363_,5.38
_3380_,5.38
_3400_,5.38
_3526_,5.38
_3535_,5.38
_3562_,5.38
_3932_,5.38
_4131_,5.38
_4134_,5.38
_4140_,5.38
_4148_,5.38
_2784_,5.36
_3727_,5.36
_1163_,5.34
_1727_,5.34
_1896_,5.34
_2243_,5.34
_2454_,5.34
_2969_,5.34
_3190_,5.34
_3273_,5.34
_3294_,5.34
_3362_,5.34
_3407_,5.34
_3444_,5.34
_3463_,5.34
_3484_,5.34
_3504_,5.34
_3548_,5.34
_3655_,5.34
_3661_,5.34
_3669_,5.34
_3672_,5.34
_3704_,5.34
_3705_,5.34
_3728_,5.34
_3849_,5.34
_3883_,5.34
_3888_,5.34
_3889_,5.34
_3947_,5.34
_3964_,5.34
net49,5.34
_1009_,5.315
_0083_,5.305
_0323_,5.305
_0325_,5.305
_0561_,5.305
_0704_,5.305
_0724_,5.305
_0847_,5.305
_0873_,5.305
_1013_,5.305
alu_result[0],5.29
alu_result[10],5.29
alu_result[12],5.29
alu_result[13],5.29
alu_result[14],5.29
alu_result[15],5.29
alu_result[17],5.29
alu_result[1],5.29
alu_result[20],5.29
alu_result[21],5.29
alu_result[22],5.29
alu_result[23],5.29
alu_result[24],5.29
alu_result[25],5.29
alu_result[27],5.29
alu_result[2],5.29
alu_result[3],5.29
alu_result[4],5.29
alu_result[5],5.29
alu_result[6],5.29
alu_result[7],5.29
alu_result[8],5.29
rd1[10],5.29
rd1[11],5.29
rd1[12],5.29
rd1[13],5.29
rd1[14],5.29
rd1[15],5.29
rd1[16],5.29
rd1[17],5.29
rd1[18],5.29
rd1[19],5.29
rd1[20],5.29
rd1[21],5.29
rd1[22],5.29
rd1[23],5.29
rd1[24],5.29
rd1[25],5.29
rd1[26],5.29
rd1[27],5.29
rd1[4],5.29
rd1[5],5.29
rd1[6],5.29
rd1[7],5.29
rd1[8],5.29
rd1[9],5.29
rd2[0],5.29
rd2[12],5.29
rd2[18],5.29
rd2[19],5.29
rd2[1],5.29
rd2[20],5.29
rd2[21],5.29
rd2[23],5.29
rd2[24],5.29
rd2[2],5.29
rd2[30],5.29
rd2[31],5.29
rd2[3],5.29
rd2[8],5.29
_0134_,5.28
_1285_,5.28
_1588_,5.28
_3349_,5.28
_3618_,5.28
_0287_,5.265
_0428_,5.265
_0432_,5.265
_0747_,5.265
_1008_,5.265
_1205_,5.26
_1637_,5.26
_2195_,5.26
_2375_,5.26
_3013_,5.26
_3151_,5.26
_3354_,5.26
_3391_,5.26
_3450_,5.26
_3510_,5.26
_3584_,5.26
_3594_,5.26
_3650_,5.26
_3747_,5.26
_3748_,5.26
_3797_,5.26
_3839_,5.26
_3891_,5.26
_4034_,5.26
_4036_,5.26
_4086_,5.26
_4222_,5.26
_0000_,5.24
_1262_,5.22
_1545_,5.22
_1917_,5.22
_1983_,5.22
_2175_,5.22
_3070_,5.22
_3080_,5.22
_3086_,5.22
_3124_,5.22
_3143_,5.22
_3204_,5.22
_3243_,5.22
_3304_,5.22
_3376_,5.22
_3461_,5.22
_3507_,5.22
_3519_,5.22
_3556_,5.22
_3563_,5.22
_3620_,5.22
_3730_,5.22
_3754_,5.22
_3802_,5.22
_3805_,5.22
_3821_,5.22
_3904_,5.22
_3908_,5.22
_3951_,5.22
_3986_,5.22
_4015_,5.22
_4033_,5.22
_4096_,5.22
_4104_,5.22
_4122_,5.22
_4146_,5.22
_4170_,5.22
_4221_,5.22
