net,length_um
_0523_,5.38
_0841_,5.38
_1179_,5.38
_1502_,5.38
_1554_,5.38
_1605_,5.38
_0849_,5.36
_0490_,5.34
_0532_,5.34
_0547_,5.34
_1292_,5.34
_1460_,5.34
_1512_,5.34
net11,5.34
_0189_,5.33
_0196_,5.33
_0209_,5.33
an[0],5.31
an[2],5.31
an[4],5.31
seg[6],5.31
seg[3],5.29
_0318_,5.26
_0332_,5.26
_1098_,5.26
_1262_,5.26
_1427_,5.26
_1474_,5.26
_1539_,5.26
_1549_,5.26
net52,5.26
_0173_,5.22
_0418_,5.22
_1062_,5.22
_1222_,5.21
_1289_,5.16
reg_file.registers\[15\]\[20\],5.145
_0124_,5.14
_0144_,5.1
_0219_,5.085
_1056_,5.06
_0261_,5.04
_1082_,5
_1083_,5
_0117_,4.99
control,4.95
_0644_,4.94
_0670_,4.94
net43,4.94
_0110_,4.93
_0180_,4.93
_0238_,4.92
_0307_,4.92
_0315_,4.92
_0424_,4.92
_0472_,4.92
_0509_,4.92
_0751_,4.92
_0981_,4.92
_1280_,4.92
_1357_,4.92
_1547_,4.9
_0444_,4.88
_0544_,4.88
_0844_,4.88
_1186_,4.88
_0132_,4.87
_1346_,4.82
_0120_,4.8
_0909_,4.8
_0987_,4.8
_1507_,4.8
_1541_,4.8
_1639_,4.8
_1685_,4.8
_0204_,4.78
_0237_,4.765
_0387_,4.765
_0171_,4.76
_0526_,4.76
_1408_,4.76
_1544_,4.76
reg_file.registers\[5\]\[17\],4.76
_0129_,4.75
_0048_,4.71
_0130_,4.71
_1111_,4.68
_1320_,4.68
_1133_,4.66
an[6],4.61
seg[4],4.61
_0765_,4.6
_0011_,4.585
_0089_,4.58
_0251_,4.58
_0267_,4.58
_0375_,4.58
_0390_,4.58
_0395_,4.58
_1281_,4.58
_1572_,4.58
net46,4.56
_0015_,4.555
_0074_,4.54
_0080_,4.54
_0164_,4.54
_0280_,4.54
_0092_,4.53
_0111_,4.53
_0113_,4.53
_0146_,4.51
_0843_,4.51
_1196_,4.5
_1496_,4.48
_0449_,4.47
_0140_,4.46
_0232_,4.46
_0314_,4.46
_0524_,4.46
_0529_,4.46
_0729_,4.46
_0826_,4.46
_0957_,4.46
_1450_,4.46
_1491_,4.46
net57,4.46
_0086_,4.44
_1237_,4.44
_0354_,4.42
_0514_,4.42
_0605_,4.42
_0926_,4.42
_1271_,4.42
_1384_,4.42
_1455_,4.42
_0023_,4.385
_0552_,4.36
_1465_,4.36
_1715_,4.36
net58,4.36
_0344_,4.34
_0355_,4.34
_0428_,4.34
_0522_,4.34
_0977_,4.34
_0986_,4.34
_0998_,4.34
_1136_,4.34
_1209_,4.34
_1625_,4.34
reg_file.registers\[2\]\[15\],4.34
net4,4.34
net12,4.34
net45,4.34
_1466_,4.32
_0028_,4.27
_1105_,4.24
reg_file.registers\[15\]\[22\],4.225
_0239_,4.22
_0321_,4.22
_1676_,4.22
display.counter\[6\],4.22
reg_file.registers\[2\]\[20\],4.22
reg_file.registers\[5\]\[30\],4.22
_1042_,4.2
_1166_,4.2
_1167_,4.2
_1278_,4.2
_0094_,4.15
_1614_,4.14
_0241_,4.12
_0266_,4.12
_0311_,4.12
_0319_,4.12
_0830_,4.12
_0309_,4.1
_1023_,4.1
_0031_,4.08
_0071_,4.08
_0134_,4.08
_0121_,4.07
_0135_,4.07
_0030_,4.05
_0385_,4.02
_1148_,4.02
_0259_,4
_0268_,4
_0273_,4
_0281_,4
_0320_,4
_0380_,4
_0391_,4
_0777_,4
_0778_,4
_0945_,4
_0999_,4
_1066_,4
_1126_,4
_1210_,4
_1393_,4
_1398_,4
_1416_,4
_0138_,3.98
_1099_,3.98
_1665_,3.98
an[1],3.93
an[3],3.93
an[5],3.93
an[7],3.93
seg[1],3.93
seg[5],3.93
_0026_,3.925
_1091_,3.9
_0393_,3.88
_0441_,3.88
_0659_,3.88
_0918_,3.88
_1392_,3.88
_1447_,3.88
_1473_,3.88
display.counter\[19\],3.88
net50,3.88
_1410_,3.78
_0197_,3.76
_0218_,3.76
_0304_,3.76
_0351_,3.76
_0368_,3.76
_0374_,3.76
_1253_,3.76
display.counter\[12\],3.76
display.counter\[18\],3.76
_0126_,3.69
_0142_,3.69
_0155_,3.69
_1156_,3.68
_1248_,3.68
_0244_,3.66
_0341_,3.66
_0359_,3.66
_1132_,3.66
_1297_,3.64
_0049_,3.59
_0100_,3.59
_0157_,3.59
_0179_,3.59
_0181_,3.59
reg_file.registers\[15\]\[13\],3.565
_0611_,3.56
_1077_,3.56
_1094_,3.56
_1337_,3.56
_0102_,3.54
_0270_,3.54
_0275_,3.54
_0357_,3.54
_0366_,3.54
_0377_,3.54
_0388_,3.54
_0394_,3.54
_0402_,3.54
_0585_,3.54
_0767_,3.54
_0959_,3.54
_1085_,3.54
_1147_,3.54
_1395_,3.54
_1426_,3.54
_1618_,3.54
_0150_,3.52
_1545_,3.44
_0039_,3.42
_0136_,3.42
_0535_,3.42
_0609_,3.42
_1275_,3.42
_1277_,3.42
_1388_,3.42
_1435_,3.42
_1571_,3.42
_1667_,3.42
_1669_,3.42
_0001_,3.405
_0407_,3.32
_0716_,3.32
_0743_,3.32
_1293_,3.32
_1478_,3.32
_1564_,3.32
_0042_,3.3
_0043_,3.3
_0188_,3.3
_1315_,3.28
_0036_,3.23
_0603_,3.22
_1028_,3.22
_1040_,3.22
_1211_,3.22
_0252_,3.2
_0272_,3.2
_0328_,3.2
_0342_,3.2
_0345_,3.2
_0348_,3.2
_0400_,3.2
_0195_,3.18
_0014_,3.175
_0032_,3.15
_0033_,3.13
_0175_,3.13
_0176_,3.13
_0187_,3.13
_0485_,3.1
_0494_,3.1
_0503_,3.1
_0531_,3.1
_0673_,3.1
_1130_,3.1
_1256_,3.1
_1284_,3.1
_1327_,3.1
_1451_,3.1
_1500_,3.1
reg_file.registers\[2\]\[22\],3.1
_0221_,3.08
_0302_,3.08
_0313_,3.08
_0356_,3.08
_0389_,3.08
_0787_,3.08
_0846_,3.08
_1112_,3.08
_1175_,3.08
_0106_,3.06
_0214_,3.06
_0070_,2.96
_0397_,2.96
_0487_,2.96
_0495_,2.96
_0536_,2.96
_0541_,2.96
_0714_,2.96
_0941_,2.96
_1095_,2.96
_1234_,2.96
_1309_,2.96
_1452_,2.96
_1481_,2.96
_1565_,2.96
_1598_,2.96
_1617_,2.96
net13,2.96
_0257_,2.925
_0346_,2.925
_0013_,2.86
_0285_,2.86
_1164_,2.86
_1240_,2.86
_0044_,2.84
_0045_,2.84
_0067_,2.84
_0084_,2.84
_0103_,2.84
_0115_,2.84
_0139_,2.84
_0153_,2.84
_0154_,2.84
_0163_,2.84
_0165_,2.84
_0168_,2.84
_0194_,2.84
_0205_,2.84
_0212_,2.84
_0293_,2.84
net29,2.84
net30,2.84
_0053_,2.77
_1045_,2.76
_1170_,2.76
_1260_,2.76
_1479_,2.76
_1661_,2.76
_0193_,2.74
_0199_,2.74
_0240_,2.74
_0253_,2.74
_0254_,2.74
_0279_,2.74
_0296_,2.74
_0347_,2.74
_0358_,2.74
_0381_,2.74
_0383_,2.74
_0384_,2.74
_0386_,2.74
_0399_,2.74
_0598_,2.74
_0162_,2.72
_0064_,2.69
_0088_,2.69
_0093_,2.69
_0107_,2.69
_0116_,2.69
_0174_,2.69
_0274_,2.64
_1080_,2.64
_1163_,2.64
_1282_,2.64
_1351_,2.64
_1562_,2.64
_1647_,2.64
reg_file.registers\[2\]\[11\],2.64
_1381_,2.63
_0131_,2.62
_0143_,2.62
_0236_,2.62
_0260_,2.62
_0324_,2.62
_0336_,2.62
_0403_,2.62
_0404_,2.62
_0681_,2.62
_1081_,2.62
_1092_,2.62
_1238_,2.62
_1255_,2.62
_1286_,2.62
_1442_,2.62
_1613_,2.62
_1620_,2.62
_0020_,2.605
_0009_,2.595
_0405_,2.585
_0016_,2.54
_0422_,2.52
_0799_,2.52
_0978_,2.52
_0992_,2.52
_0035_,2.5
_0215_,2.5
_0423_,2.5
_0438_,2.5
_0657_,2.5
_0940_,2.5
_1034_,2.5
_1235_,2.5
_1272_,2.5
_1300_,2.5
_1354_,2.5
_1438_,2.5
_1445_,2.5
_1629_,2.5
_1029_,2.4
_1573_,2.4
_0037_,2.38
_0041_,2.38
_0066_,2.38
_0075_,2.38
_0087_,2.38
_0105_,2.38
_0114_,2.38
_0169_,2.38
_0172_,2.38
_0206_,2.38
_0207_,2.38
_0378_,2.38
_0008_,2.365
_0230_,2.3
_1116_,2.3
_1174_,2.3
_1411_,2.3
_0057_,2.28
_0061_,2.28
_0149_,2.28
_0248_,2.28
_0316_,2.28
_0398_,2.28
_1124_,2.28
_1135_,2.28
_1258_,2.28
_1422_,2.28
_0040_,2.23
_0047_,2.23
_0052_,2.23
_0058_,2.23
_0063_,2.23
_0065_,2.23
_0079_,2.23
_0081_,2.23
_0104_,2.23
_0108_,2.23
_0133_,2.23
_0137_,2.23
_0148_,2.23
_0158_,2.23
_0161_,2.23
_0178_,2.23
_0191_,2.23
_0200_,2.23
_0210_,2.23
_0050_,2.21
_0203_,2.21
_0216_,2.18
_0246_,2.18
_0247_,2.18
_0250_,2.18
_0258_,2.18
_0262_,2.18
_0291_,2.18
_0292_,2.18
_0295_,2.18
_0297_,2.18
_0322_,2.18
_0337_,2.18
_0338_,2.18
_0339_,2.18
_0343_,2.18
_0349_,2.18
_0350_,2.18
_0353_,2.18
_0365_,2.18
_0370_,2.18
_0371_,2.18
_0878_,2.18
_0983_,2.18
_1276_,2.18
_1542_,2.18
_1548_,2.18
_1550_,2.18
_0072_,2.16
_0098_,2.16
_0159_,2.16
_0225_,2.16
_0534_,2.16
_0553_,2.16
_0754_,2.16
_0813_,2.16
_0974_,2.16
_1079_,2.16
_1103_,2.16
_1159_,2.16
_1208_,2.16
_1228_,2.16
_1338_,2.16
_1380_,2.16
_1569_,2.16
_1582_,2.16
_1623_,2.16
net3,2.16
net5,2.16
net28,2.16
net34,2.16
_0007_,2.145
_0010_,2.145
_0012_,2.145
_0024_,2.085
_0021_,2.08
_0416_,2.06
_0430_,2.06
_0434_,2.06
_0440_,2.06
_0646_,2.06
_0930_,2.06
_1330_,2.06
_1361_,2.06
_1477_,2.06
_0069_,2.04
_0076_,2.04
_0141_,2.04
_0465_,2.04
_0756_,2.04
_1048_,2.04
_1102_,2.04
_1245_,2.04
_1349_,2.04
_1119_,1.94
_1261_,1.94
_1560_,1.94
_0227_,1.84
_1342_,1.84
_1461_,1.84
_1515_,1.84
_1637_,1.84
_1690_,1.84
_0027_,1.82
_0051_,1.82
_0056_,1.82
_0060_,1.82
_0095_,1.82
_0096_,1.82
_0186_,1.82
_0198_,1.82
_0263_,1.82
_0301_,1.82
_0303_,1.82
_0305_,1.82
_0308_,1.82
_0310_,1.82
_0312_,1.82
_0329_,1.82
_0330_,1.82
_0364_,1.82
_0396_,1.82
_1007_,1.82
_1036_,1.82
_1198_,1.82
_1589_,1.82
_0083_,1.75
_0151_,1.75
_0190_,1.75
_1214_,1.72
_0062_,1.7
_0112_,1.7
_0118_,1.7
_0123_,1.7
_0152_,1.7
_0211_,1.7
_0298_,1.7
_0325_,1.7
_0326_,1.7
_0361_,1.7
_0373_,1.7
_0401_,1.7
_0812_,1.7
_1268_,1.7
_1409_,1.7
_1600_,1.7
_1660_,1.7
_0421_,1.6
_0429_,1.6
_1602_,1.6
net25,1.6
net53,1.6
_1121_,1.48
_1596_,1.48
_0480_,1.38
_0497_,1.38
_0527_,1.38
_0537_,1.38
_0538_,1.38
_0540_,1.38
_0543_,1.38
_0546_,1.38
_0548_,1.38
_0549_,1.38
_1486_,1.38
_1487_,1.38
_1506_,1.38
_1516_,1.38
_1604_,1.38
_0038_,1.36
_0068_,1.36
_0073_,1.36
_0078_,1.36
_0099_,1.36
_0101_,1.36
_0109_,1.36
_0119_,1.36
_0125_,1.36
_0127_,1.36
_0156_,1.36
_0160_,1.36
_0167_,1.36
_0177_,1.36
_0192_,1.36
_0202_,1.36
_0213_,1.36
_0269_,1.36
_0276_,1.36
_0282_,1.36
_0299_,1.36
_0908_,1.36
_1188_,1.36
_0565_,1.26
_0736_,1.26
_1086_,1.26
_1374_,1.26
_1540_,1.26
_1552_,1.26
_0420_,1.14
_0946_,1.14
_1227_,1.14
_1251_,1.14
_1319_,1.14
_1469_,1.14
_1553_,1.14
_1555_,1.14
_1592_,1.14
_1641_,1.14
_1076_,1.02
_1123_,1.02
_1129_,1.02
_1270_,1.02
_0517_,0.92
_1046_,0.92
_1190_,0.92
_1490_,0.92
_1509_,0.92
_1510_,0.92
_1638_,0.92
_0550_,0.8
_0901_,0.8
_0960_,0.8
_0969_,0.8
net32,0.8
_0484_,0.46
_0489_,0.46
_0491_,0.46
_0500_,0.46
_0505_,0.46
_0507_,0.46
_0551_,0.46
_0663_,0.46
_0877_,0.46
_0952_,0.46
_1246_,0.46
_1492_,0.46
_1497_,0.46
_1511_,0.46
